CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,BELL EQUIPMENT UK LTD,,BELL,,5342913,BELL BORATE OIL,14/03/2022 00:00:00,2022-03-11,2022-03-14,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,8.7,3.4,0.4,13.0,30.0,1.0,0.0,2.0,1.1,0.3,0.6,0.0,0.0,3150.0,11.0,986.0,88.0,1314.0,0.0,1.3,4.1,,0.0,,101.7,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030892,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,14.0,9.0,3.5,0.6,14.0,62.0,0.0,0.0,2.4,0.8,1.5,0.8,0.7,0.0,2996.0,15.0,987.0,84.0,1309.0,0.4,1.7,5.0,,0.0,,85.0,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5030893,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,12.0,7.4,1.1,87.0,241.0,2.9,1.5,2.7,0.8,4.8,0.8,0.7,0.0,3598.0,18.0,1110.0,97.0,1439.0,0.6,1.7,5.8,,0.0,,99.3,,,,,,,,,,,,,52,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030894,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,13.0,4.3,0.9,33.0,181.0,1.3,0.7,2.7,0.8,2.5,0.9,0.7,0.0,3629.0,18.0,1120.0,99.0,1446.0,0.6,1.7,6.2,,0.0,,103.6,,,,,,,,,,,,,40,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5369015,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,9.1,2.3,1.0,8.1,93.0,1.8,0.0,0.9,0.8,12.0,0.9,0.7,0.1,3089.0,11.0,1325.0,87.0,1315.0,3.3,1.7,2.5,,0.0,,120.0,,,,,,,,,,,,,69,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5369017,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,9.0,2.2,0.8,7.7,56.0,0.5,0.0,1.2,0.8,9.1,0.8,0.7,0.0,3249.0,12.0,1278.0,88.0,1320.0,2.5,1.8,3.0,,0.0,,118.2,,,,,,,,,,,,,28,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5369019,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,,Lead suggests possible bearing material wear. Advice : Resample at recommended sampling interval to follow trends.,lead,Wear Metals,Training,,,20.0,12.0,2.0,0.6,12.0,27.0,115.0,0.0,1.0,0.8,1.4,0.7,0.7,2.6,3794.0,11.0,1180.0,100.0,1521.0,0.5,5.9,3.2,,0.0,,107.8,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5369020,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,9.5,2.4,0.9,12.0,61.0,2.0,0.0,1.0,0.8,11.0,0.8,0.7,0.1,2936.0,11.0,1371.0,82.0,1251.0,2.1,1.7,2.4,,0.0,,122.2,,,,,,,,,,,,,36,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5598134,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,1163,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,8.9,2.2,0.6,17.0,43.0,0.0,0.0,2.3,0.8,1.9,0.9,0.7,0.0,3186.0,13.0,1167.0,90.0,1307.0,0.4,1.7,2.2,,0.0,,111.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5598137,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,1163,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,9.4,2.3,0.6,20.0,47.0,0.0,0.7,2.2,0.8,2.1,0.8,0.7,0.0,3035.0,13.0,1173.0,90.0,1284.0,0.5,1.7,2.2,,0.0,,111.4,,,,,,,,,,,,,19,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5598138,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,1163,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,8.5,2.9,0.5,37.0,38.0,0.0,0.0,2.8,0.8,2.3,0.8,0.7,0.0,3085.0,16.0,1228.0,90.0,1313.0,0.5,1.7,2.4,,0.0,,111.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5598144,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,593,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.8,11.0,5.2,1.4,54.0,154.0,0.0,0.0,13.0,0.8,4.6,1.1,0.7,0.0,2327.0,187.0,1335.0,92.0,1015.0,0.9,1.8,2.4,,0.0,,116.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5598147,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,593,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,8.1,4.5,1.0,51.0,152.0,0.0,0.0,6.1,0.8,3.8,0.9,0.7,0.0,2802.0,25.0,1431.0,90.0,1121.0,0.8,1.6,2.7,,0.0,,127.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5598148,BELL BORATE OIL,25/03/2022 00:00:00,2022-03-24,2022-03-25,1,593,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,9.8,9.5,4.6,1.2,56.0,137.0,0.0,0.5,12.0,0.8,4.2,0.9,0.7,0.0,2674.0,163.0,1277.0,99.0,1133.0,0.9,1.7,2.8,,0.0,,116.5,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5599336,BELL BORATE OIL,28/03/2022 00:00:00,2022-03-25,2022-03-28,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,9.2,3.6,1.2,19.0,65.0,0.0,0.6,1.0,1.4,2.8,1.3,0.0,0.0,3145.0,9.3,1372.0,88.0,1287.0,0.8,2.4,1.9,,0.0,,119.8,,,,,,,,,,,,,12,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5599339,BELL BORATE OIL,28/03/2022 00:00:00,2022-03-25,2022-03-28,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,8.8,2.6,1.1,19.0,57.0,0.0,0.8,0.9,1.4,2.9,1.4,0.0,0.0,2883.0,8.0,1403.0,82.0,1212.0,0.9,2.4,2.2,,0.0,,122.5,,,,,,,,,,,,,58,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5599340,BELL BORATE OIL,29/03/2022 00:00:00,2022-03-25,2022-03-29,4,,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,15.0,9.3,4.2,1.3,36.0,80.0,0.0,0.7,1.0,1.4,3.7,1.4,0.0,0.0,3028.0,8.8,1360.0,85.0,1258.0,0.9,2.4,2.0,,0.0,,121.8,,,,,,,,,,,,,26,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4738384,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,9.8,2.4,0.2,1.6,26.0,0.4,0.0,2.4,1.5,2.0,0.8,0.7,0.0,3822.0,12.0,1117.0,106.0,1526.0,0.3,0.2,2.9,,0.3,,108.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4738385,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,12.0,3.0,0.3,2.3,38.0,0.5,0.0,2.5,1.5,2.4,0.9,0.7,0.0,3885.0,13.0,1131.0,108.0,1544.0,0.5,0.2,3.3,,0.3,,109.3,,,,,,,,,,,,,15,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4738386,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,11.0,2.9,0.2,11.0,34.0,1.1,0.1,2.5,1.5,2.1,0.9,0.7,0.0,3664.0,11.0,1052.0,101.0,1468.0,0.5,0.2,3.3,,0.3,,107.6,,,,,,,,,,,,,49,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4738389,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory. ,satisfactory,Satisfactory,N/A,,,5.1,4.2,2.7,0.1,1.2,11.0,0.5,1.2,0.0,0.0,0.1,0.0,0.0,0.1,608.0,9.6,410.0,123.0,272.0,0.2,0.0,0.9,,0.0,,30.6,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030898,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,10.0,2.9,0.7,9.4,101.0,1.2,0.1,2.6,1.5,6.9,1.0,0.7,0.0,3586.0,9.9,1036.0,100.0,1443.0,1.4,0.2,2.4,,0.4,,109.1,,,,,,,,,,,,,86,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030899,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,12.0,3.3,0.8,6.8,63.0,1.9,0.0,2.2,1.5,3.4,1.0,0.7,0.0,3581.0,10.0,1030.0,99.0,1439.0,1.3,0.2,2.2,,0.3,,110.8,,,,,,,,,,,,,13,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030900,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,10.0,2.9,0.5,17.0,42.0,1.3,0.2,1.6,1.5,3.3,1.0,0.7,0.0,3524.0,9.5,1007.0,98.0,1425.0,0.7,0.2,2.4,,0.3,,110.5,,,,,,,,,,,,,18,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5342929,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,14.0,4.8,1.2,27.0,118.0,0.4,0.4,2.0,1.5,4.7,1.3,0.7,0.0,2791.0,8.8,1231.0,83.0,1125.0,0.7,0.2,2.6,,0.3,,120.9,,,,,,,,,,,,,28,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5342930,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,14.0,5.2,1.1,26.0,115.0,0.3,0.4,1.9,1.5,4.7,1.2,0.7,0.0,2890.0,9.9,1283.0,84.0,1154.0,0.6,0.2,2.5,,0.3,,123.2,,,,,,,,,,,,,27,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5342932,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,11.0,3.2,0.5,17.0,34.0,0.5,0.5,2.0,1.5,1.5,0.9,0.7,0.0,3594.0,12.0,1012.0,100.0,1432.0,0.2,2.0,2.7,,0.3,,108.6,,,,,,,,,,,,,22,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5342933,BELL BORATE OIL,31/03/2022 00:00:00,2022-03-30,2022-03-31,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,13.0,4.8,1.1,22.0,103.0,0.4,0.3,1.8,1.5,4.6,1.3,0.7,0.0,2875.0,8.2,1245.0,84.0,1159.0,0.5,0.2,2.4,,0.3,,122.2,,,,,,,,,,,,,24,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5602133,BELL BORATE OIL,01/04/2022 00:00:00,2022-03-30,2022-04-01,2,,Very high viscosity. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,14.0,15.0,4.9,1.0,11.0,105.0,1.8,0.0,1.3,1.5,4.2,0.9,0.7,0.0,2869.0,8.2,1410.0,81.0,1162.0,1.5,0.2,3.0,,0.3,,132.3,,,,,,,,,,,,,48,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5602136,BELL BORATE OIL,01/04/2022 00:00:00,2022-03-30,2022-04-01,2,,Condition satisfactory. ,satisfactory,Satisfactory,N/A,,,12.0,10.0,3.5,0.6,4.9,41.0,0.7,0.0,1.2,1.5,2.3,0.9,0.7,0.0,2541.0,7.8,1252.0,72.0,1072.0,0.7,0.3,2.8,,0.3,,130.8,,,,,,,,,,,,,25,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5602137,BELL BORATE OIL,01/04/2022 00:00:00,2022-03-30,2022-04-01,2,,Very high viscosity. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,14.0,11.0,5.5,0.9,12.0,86.0,3.7,0.1,1.4,1.6,3.5,1.0,0.7,0.0,2590.0,7.5,1428.0,77.0,1055.0,1.3,0.4,3.4,,0.4,,137.7,,,,,,,,,,,,,14,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4398408,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,11.0,2.8,0.5,44.0,447.0,0.3,0.8,2.4,0.0,6.9,0.1,0.1,0.2,3387.0,12.0,1096.0,114.0,1321.0,0.9,0.0,1.1,,0.0,,102.7,,,,,,,,,,,,,148,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4398409,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.9,9.7,3.0,0.5,44.0,442.0,0.0,2.1,3.7,0.0,5.0,0.1,0.1,0.3,3536.0,12.0,1102.0,108.0,1449.0,1.2,0.0,1.1,,0.0,,104.6,,,,,,,,,,,,,157,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4398410,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,9.3,2.4,0.4,42.0,374.0,0.2,0.0,3.2,0.0,5.5,0.1,0.1,0.3,3542.0,12.0,1113.0,114.0,1434.0,0.9,0.0,0.9,,0.0,,106.5,,,,,,,,,,,,,73,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4398423,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,12.0,7.0,2.4,0.7,28.0,271.0,0.7,0.9,1.5,0.0,2.5,0.1,0.1,0.2,2926.0,9.8,1026.0,97.0,1210.0,0.9,0.1,1.2,,0.0,,93.6,,,,,,,,,,,,,32,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4398424,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,8.3,2.5,0.4,30.0,253.0,1.0,0.8,2.1,0.0,3.2,0.0,0.1,0.2,3522.0,10.0,1122.0,107.0,1496.0,0.9,0.0,1.5,,0.0,,102.6,,,,,,,,,,,,,46,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4398425,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,8.9,3.2,0.3,35.0,272.0,1.0,1.5,1.8,0.0,3.5,0.1,0.1,0.4,3453.0,10.0,1117.0,111.0,1398.0,0.8,0.0,1.7,,0.0,,106.6,,,,,,,,,,,,,39,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4760836,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,8.6,1.5,0.7,9.7,87.0,0.1,0.2,0.7,0.0,2.5,0.1,0.0,0.1,3520.0,9.7,1114.0,112.0,1438.0,1.2,0.0,0.9,,0.0,,109.1,,,,,,,,,,,,,23,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4760838,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,10.0,1.7,0.6,28.0,62.0,1.9,0.2,0.6,0.0,2.3,0.1,0.1,0.2,3591.0,11.0,1134.0,112.0,1491.0,1.2,0.0,0.9,,0.0,,108.6,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4760840,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.,lead,Wear Metals,Training,,,12.0,5.8,1.0,0.3,1.8,41.0,65.0,0.0,1.0,0.0,0.5,0.0,0.0,0.1,3288.0,8.5,1069.0,102.0,1362.0,0.6,0.1,0.8,,0.0,,106.8,,,,,,,,,,,,,11,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5041241,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Viscosity not consistent with stated grade but consistent with previous sample. Visible debris present. The level of Lead appears high and may indicate that there is some bearing wear. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,11.0,10.0,3.3,0.3,6.4,23.0,99.0,0.0,4.8,0.0,0.5,0.1,0.1,0.8,3717.0,15.0,1178.0,128.0,1506.0,0.5,0.8,2.2,,0.0,,101.0,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5209652,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,12.0,3.7,0.6,50.0,669.0,1.2,0.9,3.6,0.0,5.2,0.1,0.1,0.3,3533.0,13.0,1094.0,112.0,1417.0,1.1,0.0,1.5,,0.0,,105.5,,,,,,,,,,,,,80,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5209653,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,12.0,12.0,3.5,0.4,29.0,354.0,1.3,0.5,3.1,0.0,2.7,0.1,0.1,0.4,3627.0,14.0,1125.0,116.0,1509.0,1.0,0.0,1.6,,0.0,,104.8,,,,,,,,,,,,,63,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5209668,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,7.3,2.3,0.6,8.6,193.0,0.0,0.4,5.9,0.0,2.2,0.1,0.1,0.3,3996.0,18.0,1227.0,134.0,1685.0,0.7,0.1,0.9,,0.0,,101.8,,,,,,,,,,,,,33,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5209670,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,16.0,6.3,1.9,0.5,16.0,265.0,0.0,1.7,5.6,0.0,2.5,0.1,0.1,0.3,3951.0,16.0,1245.0,135.0,1612.0,0.8,0.1,1.2,,0.1,,101.6,,,,,,,,,,,,,58,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5209676,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,7.9,3.0,0.3,13.0,194.0,0.5,0.0,5.8,0.0,1.9,0.1,0.1,0.2,3848.0,19.0,1255.0,137.0,1564.0,0.6,0.0,1.1,,0.0,,100.6,,,,,,,,,,,,,27,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5251843,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,7.8,1.7,0.3,3.0,23.0,0.3,0.3,4.9,0.0,1.2,0.1,0.1,0.3,3823.0,16.0,1202.0,131.0,1583.0,1.0,0.0,1.0,,0.0,,101.3,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5251844,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,14.0,7.3,1.5,0.4,3.1,34.0,0.0,0.1,5.1,0.0,1.8,0.1,0.1,0.6,4115.0,17.0,1245.0,138.0,1716.0,1.1,0.0,0.8,,0.0,,99.2,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5251846,BELL BORATE OIL,06/04/2022 00:00:00,2022-04-06,2022-04-06,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,10.0,2.3,0.4,5.0,36.0,0.5,0.0,5.8,0.0,1.5,0.2,0.1,0.7,4215.0,18.0,1264.0,139.0,1753.0,1.2,0.0,1.2,,0.0,,101.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030985,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,20.0,16.0,7.5,0.5,56.0,119.0,2.7,0.0,3.2,0.0,2.1,0.3,0.1,0.4,3553.0,19.0,1125.0,108.0,1480.0,0.0,0.3,13.0,,0.0,,101.5,,,,,,,,,,,,,28,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030986,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,23.0,17.0,4.9,0.4,45.0,72.0,1.8,0.0,3.5,0.0,1.2,0.2,0.1,0.4,3696.0,22.0,1161.0,117.0,1517.0,0.0,0.4,15.0,,0.0,,104.1,,,,,,,,,,,,,21,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5030988,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,20.0,9.5,1.9,0.7,85.0,98.0,2.5,1.7,0.6,0.0,1.9,0.1,0.1,2.5,3620.0,14.0,1196.0,115.0,1489.0,0.0,8.5,4.8,,0.2,,110.0,,,,,,,,,,,,,17,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030989,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,21.0,16.0,5.5,0.4,44.0,84.0,1.8,0.0,3.4,0.0,1.4,0.2,0.1,0.4,3461.0,19.0,1116.0,112.0,1400.0,0.0,0.4,13.0,,0.0,,103.4,,,,,,,,,,,,,23,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5084729,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,10.0,6.4,2.3,0.3,1.0,494.0,1.6,0.0,0.0,0.0,3.2,0.0,0.1,0.4,1562.0,5.7,677.0,145.0,612.0,0.0,0.1,2.0,,0.1,,35.7,,,,,,,,,,,,,35,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5209656,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,15.0,4.1,0.6,35.0,405.0,1.0,1.6,4.6,1.4,3.7,0.9,0.8,0.0,3695.0,17.0,1105.0,106.0,1478.0,0.6,0.1,2.4,,0.5,,105.5,,,,,,,,,,,,,64,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5251713,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,10.0,3.7,1.4,16.0,152.0,2.9,0.0,3.8,0.1,8.9,0.2,0.1,0.6,3331.0,14.0,1487.0,98.0,1373.0,2.3,0.2,2.0,,0.2,,125.2,,,,,,,,,,,,,23,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5251714,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,11.0,3.1,1.0,15.0,84.0,2.6,0.0,2.9,0.0,8.4,0.2,0.1,0.7,2848.0,11.0,1380.0,89.0,1148.0,1.2,0.1,1.7,,0.0,,119.5,,,,,,,,,,,,,31,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5251718,BELL BORATE OIL,07/04/2022 00:00:00,2022-04-06,2022-04-07,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,11.0,3.6,1.3,22.0,127.0,3.2,0.0,4.0,0.0,15.0,0.2,0.0,0.5,3189.0,12.0,1437.0,97.0,1297.0,2.1,0.1,1.6,,0.0,,117.9,,,,,,,,,,,,,24,,0.1,,Normal
