CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,BELL EQUIPMENT UK LTD,,BELL,,4760838,BELL BORATE OIL,31/08/2022 00:00:00,2022-08-26,2022-08-31,5,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,7.7,0.7,0.3,9.6,27.0,2.1,1.8,0.5,0.0,0.8,0.1,0.1,0.1,3729.0,10.0,1142.0,114.0,1569.0,0.1,0.0,1.5,,0.0,,116.0,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4760840,BELL BORATE OIL,31/08/2022 00:00:00,2022-08-26,2022-08-31,5,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,4.4,0.6,0.2,0.6,20.0,23.0,1.8,0.9,0.0,0.3,0.0,0.0,0.1,3652.0,10.0,1147.0,110.0,1542.0,0.0,0.0,1.1,,0.0,,115.7,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5209540,BELL BORATE OIL,31/08/2022 00:00:00,2022-08-26,2022-08-31,5,,Visible debris present (metal / metal-like particles). Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Resample at the next service intervention.,visible ,Possible Sample Issue,Training,,,13.0,9.7,3.7,0.9,49.0,97.0,1.2,1.4,1.4,0.0,2.9,0.4,1.1,0.1,3458.0,17.0,1201.0,95.0,1433.0,0.8,0.4,0.0,,0.0,,116.5,,,,,,,,,,,,,17,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5493755,BELL BORATE OIL,31/08/2022 00:00:00,2022-08-26,2022-08-31,5,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,8.5,30.0,18.0,4.3,69.0,632.0,1.7,2.3,0.9,0.0,13.0,3.3,0.2,0.4,60.0,5.8,2000.0,6.3,67.0,2.2,0.1,2.7,,0.0,,196.2,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5493759,BELL BORATE OIL,31/08/2022 00:00:00,2022-08-26,2022-08-31,5,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,7.9,24.0,15.0,5.3,89.0,731.0,2.1,2.6,1.4,0.2,14.0,2.2,0.5,0.6,80.0,5.5,2000.0,10.0,68.0,3.2,0.4,2.1,,0.3,,196.6,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5209538,BELL BORATE OIL,01/09/2022 00:00:00,2022-08-26,2022-09-01,6,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm. ,visible ,Possible Sample Issue,Training,,,13.0,9.0,2.3,0.5,30.0,48.0,1.3,1.1,1.2,0.0,1.5,0.3,1.1,0.2,3670.0,18.0,1122.0,102.0,1504.0,0.6,0.4,0.0,,0.0,,111.4,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5493758,BELL BORATE OIL,01/09/2022 00:00:00,2022-08-26,2022-09-01,6,,Condition satisfactory. ,satisfactory,Satisfactory,N/A,,,8.0,29.0,17.0,4.1,73.0,613.0,2.4,3.3,0.6,0.0,13.0,3.2,0.2,0.3,53.0,6.4,2000.0,5.7,65.0,2.2,0.1,2.5,,0.0,,195.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4738285,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,7.6,11.0,0.4,0.4,3.2,25.0,2.4,0.1,0.9,0.0,1.7,0.1,0.0,0.1,846.0,4.5,1772.0,25.0,353.0,0.5,0.1,0.5,,0.0,,167.6,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4738286,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,6.2,15.0,0.6,0.3,2.1,41.0,2.2,0.6,0.6,0.0,1.4,0.1,0.0,0.1,687.0,4.5,1788.0,20.0,284.0,0.4,0.1,0.0,,0.0,,174.5,,,,,,,,,,,,,14,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4738290,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,6.6,12.0,0.3,0.3,9.9,27.0,1.8,0.0,0.5,0.0,1.3,0.1,0.0,0.1,614.0,4.1,1818.0,15.0,245.0,0.4,0.1,0.2,,0.0,,175.8,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4879910,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,4538,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,10.0,7.8,3.3,0.4,10.0,46.0,1.8,0.0,1.5,0.0,0.7,0.1,0.0,0.2,2481.0,10.0,886.0,82.0,1130.0,0.3,0.1,1.2,,0.0,,81.8,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4879912,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,4538,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,11.0,6.4,2.2,0.3,10.0,50.0,1.8,0.2,2.1,0.0,0.7,0.2,0.0,0.1,2370.0,9.5,845.0,76.0,1108.0,0.2,0.1,0.9,,0.0,,76.7,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4879913,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,4538,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,11.0,5.0,1.0,47.0,210.0,3.0,0.8,2.1,0.0,1.9,0.3,0.0,0.2,3416.0,11.0,1091.0,113.0,1388.0,0.5,0.1,1.5,,0.0,,106.6,,,,,,,,,,,,,89,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5008472,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,14.0,6.2,0.2,14.0,138.0,2.1,0.4,2.1,0.0,1.2,0.3,0.1,0.2,3472.0,12.0,1124.0,116.0,1383.0,0.4,0.1,1.6,,0.0,,112.0,,,,,,,,,,,,,28,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5008474,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,7.3,2.6,0.3,21.0,179.0,2.0,0.7,2.4,0.0,1.7,0.0,0.0,0.2,3639.0,11.0,1144.0,117.0,1480.0,0.2,0.1,1.0,,0.0,,113.2,,,,,,,,,,,,,29,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5008482,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,10.0,2.8,0.4,37.0,183.0,2.1,0.9,2.3,0.0,1.6,0.1,0.1,0.2,3563.0,11.0,1122.0,117.0,1469.0,0.4,0.1,1.2,,0.0,,107.8,,,,,,,,,,,,,35,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030985,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,19.0,15.0,8.6,0.7,74.0,185.0,4.1,1.4,2.7,0.0,2.4,0.3,0.0,0.2,3213.0,18.0,1034.0,104.0,1321.0,0.4,0.3,12.0,,0.0,,100.1,,,,,,,,,,,,,26,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030986,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,20.0,17.0,6.0,0.5,60.0,121.0,3.2,1.0,3.1,0.0,1.5,0.2,0.1,0.2,3306.0,21.0,1065.0,108.0,1344.0,0.4,0.3,14.0,,0.0,,102.8,,,,,,,,,,,,,20,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030988,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,19.0,11.0,1.9,0.7,88.0,112.0,3.3,4.5,0.3,0.0,1.9,0.1,0.0,2.4,3547.0,14.0,1118.0,106.0,1512.0,0.3,7.9,3.4,,0.1,,108.3,,,,,,,,,,,,,77,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5030989,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,19.0,15.0,5.8,0.6,51.0,137.0,3.1,1.8,3.0,0.0,1.8,0.2,0.0,0.2,3443.0,19.0,1073.0,105.0,1456.0,0.4,0.3,12.0,,0.0,,103.0,,,,,,,,,,,,,20,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5496851,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,11.0,3.3,0.8,21.0,94.0,2.2,0.0,0.4,0.0,2.6,0.3,0.0,0.1,2988.0,8.8,1256.0,98.0,1228.0,0.5,0.1,1.1,,0.0,,116.6,,,,,,,,,,,,,31,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5496852,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Visible debris present. High viscosity noted. Since no abnormal wear; contamination may have occured at sampling. Advice : Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. Resample at the next service intervention. ,viscosity,Fluid Condition,Training,,,15.0,17.0,2.0,0.4,14.0,36.0,1.3,0.0,0.3,0.0,0.7,0.1,0.0,0.5,3520.0,12.0,1106.0,116.0,1404.0,0.2,2.0,1.8,,0.0,,107.0,,,,,,,,,,,,,10,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5496854,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.,debris,Possible Sample Issue,Training,,,12.0,13.0,3.7,0.8,41.0,94.0,2.5,0.4,0.6,0.0,3.1,0.3,0.0,0.1,3068.0,9.9,1311.0,100.0,1238.0,0.4,0.1,1.1,,0.0,,116.9,,,,,,,,,,,,,38,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5496855,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,12.0,8.2,1.5,63.0,194.0,2.4,0.7,0.4,0.0,4.6,0.4,0.1,0.2,2737.0,10.0,1339.0,91.0,1098.0,1.0,0.2,1.4,,0.1,,122.9,,,,,,,,,,,,,27,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5496976,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Visible debris present. The ferrous debris result is higher than expected and suggests the presence of wear debris from a gear/ shaft type material. Advice : Check for abnormal noise / heat & feedback findings. Sample secondary sampling points (if applicable) to pinpoint fault. ,visible ,Possible Sample Issue,Training,,,17.0,26.0,8.1,1.6,39.0,192.0,1.9,1.2,1.6,0.0,11.0,1.9,0.1,0.3,3577.0,18.0,1125.0,112.0,1482.0,0.8,0.0,1.1,,0.1,,108.5,,,,,,,,,,,,,492,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5776795,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,8.7,4.7,0.7,28.0,152.0,2.4,0.0,2.4,0.0,1.7,0.2,0.0,0.1,3251.0,12.0,1041.0,99.0,1380.0,0.4,0.0,0.8,,0.0,,98.4,,,,,,,,,,,,,37,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5776798,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,8.0,15.0,10.0,2.7,51.0,559.0,2.9,1.5,23.0,0.0,5.7,0.6,0.6,0.2,2042.0,391.0,787.0,107.0,997.0,1.2,0.0,1.0,,0.0,,73.1,,,,,,,,,,,,,313,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5776799,BELL BORATE OIL,02/09/2022 00:00:00,2022-08-31,2022-09-02,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,8.1,6.1,0.8,27.0,199.0,2.6,1.5,0.8,0.0,1.9,0.1,0.1,0.2,2764.0,10.0,941.0,91.0,1152.0,0.5,0.0,0.7,,0.0,,89.5,,,,,,,,,,,,,183,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4254552,BELL BORATE OIL,05/09/2022 00:00:00,2022-09-02,2022-09-05,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,8.8,1.2,0.3,103.0,201.0,3.9,2.1,1.0,0.0,2.4,0.0,0.1,0.0,3437.0,12.0,1124.0,104.0,1430.0,1.5,0.0,1.7,,0.1,,108.2,,,,,,,,,,,,,59,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4254553,BELL BORATE OIL,05/09/2022 00:00:00,2022-09-02,2022-09-05,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,8.0,1.0,0.3,94.0,165.0,3.6,0.0,1.4,0.0,2.0,0.0,0.1,0.0,3443.0,14.0,1130.0,109.0,1402.0,0.2,0.0,1.4,,0.1,,106.5,,,,,,,,,,,,,22,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4254554,BELL BORATE OIL,05/09/2022 00:00:00,2022-09-02,2022-09-05,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,12.0,0.7,0.2,17.0,20.0,1.3,0.0,1.8,0.0,0.6,0.0,0.0,0.0,3771.0,17.0,1179.0,121.0,1583.0,0.2,0.0,1.2,,0.0,,107.7,,,,,,,,,,,,,11,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4640379,BELL BORATE OIL,05/09/2022 00:00:00,2022-09-02,2022-09-05,3,1500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,13.0,2.4,0.3,32.0,19.0,1.1,0.0,4.2,0.0,0.5,0.1,0.1,0.1,4130.0,19.0,1318.0,136.0,1683.0,0.1,0.5,9.8,,0.1,,106.9,,,,,,,,,,,,,17,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4640380,BELL BORATE OIL,05/09/2022 00:00:00,2022-09-02,2022-09-05,3,1500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,12.0,1.8,0.2,28.0,18.0,0.7,0.6,3.5,0.0,0.4,0.1,0.0,0.1,3936.0,18.0,1257.0,130.0,1615.0,0.0,0.4,9.3,,0.1,,106.2,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4640381,BELL BORATE OIL,05/09/2022 00:00:00,2022-09-02,2022-09-05,3,1500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,14.0,2.6,0.2,31.0,20.0,0.1,0.4,3.5,0.0,0.5,0.1,0.0,0.1,3932.0,18.0,1230.0,127.0,1618.0,0.1,0.5,9.3,,0.0,,105.5,,,,,,,,,,,,,22,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4953776,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-05,2022-09-06,1,1535,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,8.2,1.6,0.4,3.9,27.0,0.3,0.0,0.4,0.0,1.4,0.1,0.0,0.1,3572.0,10.0,1100.0,112.0,1427.0,0.6,0.1,1.4,,0.0,,108.2,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4953779,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-05,2022-09-06,1,1535,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,4.3,1.1,0.1,1.1,13.0,37.0,0.1,1.5,0.0,0.3,0.0,0.0,0.0,3437.0,8.5,1075.0,107.0,1400.0,0.1,0.2,1.0,,0.0,,109.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4953780,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-05,2022-09-06,1,1535,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,8.3,1.5,0.3,6.4,26.0,0.6,1.0,0.3,0.0,1.4,0.1,0.1,0.0,3424.0,10.0,1072.0,112.0,1338.0,0.5,0.1,0.7,,0.0,,110.5,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5451054,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,400,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,18.0,3.0,0.3,20.0,44.0,0.0,0.8,2.2,0.0,1.2,0.3,0.8,0.0,3884.0,17.0,1195.0,106.0,1600.0,0.6,0.3,1.8,,0.0,,114.5,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5451057,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,400,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,15.0,1.8,0.3,9.4,29.0,0.0,0.8,0.8,0.0,1.4,0.3,0.8,0.0,3821.0,17.0,1173.0,105.0,1598.0,0.5,0.3,1.2,,0.0,,111.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5451058,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,400,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,18.0,2.8,0.3,20.0,35.0,0.7,1.1,2.4,0.0,1.1,0.3,0.8,0.1,4038.0,17.0,1237.0,111.0,1673.0,0.4,0.3,1.5,,0.1,,108.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5451094,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,384,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,8.8,1.3,0.3,4.2,24.0,0.0,0.5,1.4,0.0,1.1,0.2,0.8,0.1,3802.0,13.0,1173.0,104.0,1589.0,0.6,0.4,0.8,,0.0,,113.7,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5451097,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,384,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,12.0,1.9,0.6,4.5,47.0,0.7,0.5,1.2,0.0,1.9,0.3,0.8,0.2,3726.0,14.0,1129.0,102.0,1519.0,0.9,0.4,1.3,,0.0,,113.7,,,,,,,,,,,,,16,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5451098,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,384,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,8.7,1.4,0.3,4.1,24.0,0.9,0.5,1.0,0.0,1.1,0.2,0.8,0.2,3648.0,12.0,1125.0,102.0,1518.0,0.6,0.4,1.1,,0.0,,114.3,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5456321,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,470,Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,14.0,7.8,3.4,0.4,15.0,73.0,2.3,0.0,0.5,0.0,2.1,0.1,0.0,0.1,2944.0,8.6,1571.0,92.0,1208.0,0.4,0.2,1.1,,0.0,,136.0,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5456325,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,470,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,14.0,8.3,3.3,0.4,16.0,74.0,2.5,0.0,0.6,0.0,2.1,0.1,0.0,0.1,2843.0,8.2,1540.0,89.0,1142.0,0.5,0.1,1.0,,0.0,,134.9,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5782455,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,1500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,7.2,2.0,0.3,27.0,50.0,0.6,0.6,3.5,0.0,1.4,0.2,0.8,0.0,3460.0,16.0,1531.0,96.0,1447.0,0.3,0.3,0.9,,0.1,,118.7,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5782458,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,1500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,7.6,2.1,0.5,27.0,49.0,0.0,0.8,3.9,0.1,1.5,0.3,1.0,0.2,3394.0,16.0,1507.0,96.0,1405.0,0.5,0.5,1.6,,0.2,,119.0,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5782459,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,1500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,9.0,2.9,0.3,28.0,54.0,0.0,0.6,3.5,0.0,1.4,0.2,0.8,0.0,3407.0,16.0,1518.0,94.0,1438.0,0.4,0.3,1.2,,0.0,,117.5,,,,,,,,,,,,,68,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5782465,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,882,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,6.8,0.9,0.3,23.0,24.0,0.0,0.4,0.2,0.0,1.4,0.2,0.8,0.0,2935.0,9.7,1511.0,82.0,1260.0,0.3,0.3,0.0,,0.0,,123.6,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5782468,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,982,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,7.8,1.2,0.3,20.0,24.0,0.9,0.6,0.2,0.0,1.4,0.3,0.8,0.0,2905.0,9.6,1432.0,79.0,1234.0,0.3,0.3,0.0,,0.1,,123.7,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5782469,BELL BORATE OIL,06/09/2022 00:00:00,2022-09-02,2022-09-06,4,982,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,6.3,1.1,0.2,19.0,24.0,0.0,0.5,0.2,0.0,1.4,0.2,0.8,0.0,2897.0,9.4,1451.0,79.0,1240.0,0.3,0.3,0.9,,0.0,,124.8,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4953777,BELL BORATE OIL,07/09/2022 00:00:00,2022-09-05,2022-09-07,2,1535,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,10.0,1.9,0.3,6.2,40.0,0.5,0.0,0.2,0.0,1.6,0.2,0.0,0.0,3566.0,10.0,1094.0,114.0,1403.0,0.9,0.1,1.1,,0.1,,111.5,,,,,,,,,,,,,22,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5456324,BELL BORATE OIL,07/09/2022 00:00:00,2022-09-02,2022-09-07,5,470,Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,15.0,7.3,1.7,0.3,12.0,44.0,0.9,0.0,0.6,0.0,1.5,0.1,0.0,0.1,2966.0,8.7,1503.0,96.0,1191.0,0.6,0.1,1.0,,0.0,,132.3,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4687904,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,7.6,14.0,4.2,0.7,44.0,263.0,1.9,0.0,3.8,0.0,2.3,0.2,0.1,0.2,2085.0,7.0,672.0,71.0,808.0,0.1,0.2,6.1,,0.1,,104.7,,,,,,,,,,,,,36,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5450954,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,9.8,4.7,1.0,34.0,123.0,1.1,0.0,0.8,0.0,4.1,0.6,0.1,0.1,2480.0,10.0,1375.0,82.0,1021.0,0.3,0.1,1.4,,0.0,,125.9,,,,,,,,,,,,,14,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5450958,BELL BORATE OIL,10/09/2022 00:00:00,2022-09-07,2022-09-10,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,11.0,4.1,1.1,40.0,152.0,1.9,0.0,0.8,0.0,4.4,0.6,0.1,0.1,2660.0,10.0,1422.0,90.0,1089.0,0.5,0.1,1.5,,0.1,,129.3,,,,,,,,,,,,,18,,0.1,,Normal
